id,name,pocket,price,machine,tm,hm,tr,key_item,berry,ordinary_pool,tm_pool,held_pool,invalid,random_exception,non_randomize
DOUSEDRIVE,Douse Drive,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
DOWSINGMACHINE,Dowsing Machine,8,0,false,false,false,false,true,false,false,false,false,false,false,false
DRACOPLATE,Draco Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
DRAGONFANG,Dragon Fang,1,1000,false,false,false,false,false,false,true,false,true,false,false,false
DRAGONGEM,Dragon Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
DRAGONSCALE,Dragon Scale,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
DREADPLATE,Dread Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
DREAMBALL,Dream Ball,3,4000,false,false,false,false,false,false,true,false,false,false,false,false
DREAMMIRROR,Dream Mirror,8,0,false,false,false,false,true,false,false,false,false,false,false,false
DUBIOUSDISC,Dubious Disc,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
DURINBERRY,Durin Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
DUSKBALL,Dusk Ball,3,1000,false,false,false,false,false,false,true,false,false,false,false,false
DUSKSTONE,Dusk Stone,1,5000,false,false,false,false,false,false,true,false,false,false,false,false
DYNAMITE,Dynamite,1,100,false,false,false,false,false,false,false,false,false,false,true,true
EARTHPLATE,Earth Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
EJECTBUTTON,Eject Button,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
ELECTIRIZER,Electirizer,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
ELECTRICGEM,Electric Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
ELECTRICSEED,Electric Seed,1,500,false,false,false,false,false,false,true,false,false,false,false,false
ELIXIR,Elixir,2,3000,false,false,false,false,false,false,true,false,false,false,false,false
EMERALD,Emerald,8,0,false,false,false,false,true,false,false,false,false,false,false,false
EMERGENCYWHISTLE,Emergency Whistle,8,0,false,false,false,false,true,false,false,false,false,false,false,false
ENERGYPOWDER,Energy Powder,2,500,false,false,false,false,false,false,true,false,false,false,false,false
ENERGYROOT,Energy Root,2,1200,false,false,false,false,false,false,true,false,false,false,false,false
ENIGMABERRY,Enigma Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
ESCAPEROPE,Escape Rope,1,500,false,false,false,false,false,false,true,false,false,false,false,false
ETHER,Ether,2,1200,false,false,false,false,false,false,true,false,false,false,false,false
EVERSTONE,Everstone,1,300,false,false,false,false,false,false,true,false,false,false,false,false
EVIOLITE,Eviolite,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
EXPALL,Exp. All,8,0,false,false,false,false,true,false,false,false,false,false,false,false
EXPALLOFF,Exp. All,8,0,false,false,false,false,true,false,false,false,false,false,false,false
EXPCANDY,Exp. Candy,2,1000,false,false,false,false,false,false,true,false,false,false,false,false
EXPERTBELT,Expert Belt,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
EXPSHARE,Exp. Share,1,3000,false,false,false,false,false,false,true,false,false,false,false,false
FAIRYGEM,Fairy Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
FANCYMEAL,Fancy Meal,2,1200,false,false,false,false,false,false,true,false,false,false,false,false
FASTBALL,Fast Ball,3,300,false,false,false,false,false,false,true,false,false,false,false,false
FAVORITEOUTFIT,Favorite Outfit,8,0,false,false,false,false,true,false,false,false,false,false,false,false
FIELDSLEEPINGBAG,Field Sleeping Bag,8,0,false,false,false,false,true,false,false,false,false,false,false,false
FIGHTINGGEM,Fighting Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
FIGYBERRY,Figy Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
FIRECRACKER,Firecracker,3,100,false,false,false,false,false,false,true,false,false,false,false,false
FIREGEM,Fire Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
FIRESTONE,Fire Stone,1,5000,false,false,false,false,false,false,true,false,false,false,false,false
FISTPLATE,Fist Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
FLAMEMAIL,Flame Mail,6,50,false,false,false,false,false,false,true,false,false,false,false,false
FLAMEORB,Flame Orb,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
FLAMEPLATE,Flame Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
FLOATSTONE,Float Stone,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
FLUFFYTAIL,Fluffy Tail,7,100,false,false,false,false,false,false,true,false,false,false,false,false
FLYINGGEM,Flying Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
FOCUSBAND,Focus Band,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
FOCUSSASH,Focus Sash,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
FRESHWATER,Fresh Water,2,200,false,false,false,false,false,false,true,false,false,false,false,false
FRIENDBALL,Friend Ball,3,300,false,false,false,false,false,false,true,false,false,false,false,false
FROSTBALL,Frost Ball,3,4000,false,false,false,false,false,false,true,false,false,false,false,false
FULLHEAL,Full Heal,2,400,false,false,false,false,false,false,true,false,false,false,false,false
FULLINCENSE,Full Incense,1,5000,false,false,false,false,false,false,true,false,true,false,false,false
FULLRESTORE,Full Restore,2,3000,false,false,false,false,false,false,true,false,false,false,false,false
FUSIONBALL,Fusion Ball,3,400,false,false,false,false,false,false,true,false,false,false,false,false
FUSIONREPEL,Fusion Incense,1,700,false,false,false,false,false,false,true,false,false,false,false,false
GANLONBERRY,Ganlon Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
GASMASK,Gas Mask,8,0,false,false,false,false,true,false,false,false,false,false,false,false
GENDERBALL,Gender Ball,3,400,false,false,false,false,false,false,true,false,false,false,false,false
GENIUSWING,Genius Wing,2,300,false,false,false,false,false,false,true,false,false,false,false,false
GHOSTGEM,Ghost Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
GOLDEMBLEM,Gold emblem,8,0,false,false,false,false,true,false,false,false,false,false,false,false
GOLDENBANANA,Golden Banana,2,128,false,false,false,false,false,false,true,false,false,false,false,false
GOLDRING,Gold Ring,1,20000,false,false,false,false,false,false,true,false,false,false,false,false
GOODROD,Good Rod,8,0,false,false,false,false,true,false,false,false,false,false,false,false
GOOEYMULCH,Gooey Mulch,1,200,false,false,false,false,false,false,true,false,false,false,false,false
GRACIDEA,Spaceship Part,8,0,false,false,false,false,true,false,false,false,false,false,false,false
GRASSGEM,Grass Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
GRASSMAIL,Grass Mail,6,50,false,false,false,false,false,false,true,false,false,false,false,false
GRASSYSEED,Grassy Seed,1,500,false,false,false,false,false,false,true,false,false,false,false,false
GREATBALL,Great Ball,3,600,false,false,false,false,false,false,true,false,false,false,false,false
GREENAPRICORN,Green Apricorn,1,20,false,false,false,false,false,false,true,false,false,false,false,false
GREENSCARF,Green Scarf,1,100,false,false,false,false,false,false,true,false,false,false,false,false
GREENSHARD,Green Shard,1,200,false,false,false,false,false,false,true,false,false,false,false,false
GREPABERRY,Grepa Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
GRIPCLAW,Grip Claw,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
GRISEOUSORB,Griseous Orb,1,10000,false,false,false,false,false,false,true,false,false,false,false,false
GROUNDGEM,Ground Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
GROWTHMULCH,Growth Mulch,1,200,false,false,false,false,false,false,true,false,false,false,false,false
GSBALL,GS Ball,8,0,false,false,false,false,true,false,false,false,false,false,false,false
GUARDSPEC,Guard Spec.,7,1500,false,false,false,false,false,false,true,false,false,false,false,false
HABANBERRY,Haban Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
HARDSTONE,Hard Stone,1,1000,false,false,false,false,false,false,true,false,true,false,false,false
HATSDYEKIT,Hat Dye Kit,8,0,false,false,false,false,true,false,false,false,false,false,false,false
HEALBALL,Heal Ball,3,300,false,false,false,false,false,false,true,false,false,false,false,false
HEALPOWDER,Heal Powder,2,300,false,false,false,false,false,false,true,false,false,false,false,false
HEALTHWING,Health Wing,2,300,false,false,false,false,false,false,true,false,false,false,false,false
HEARTMAIL,Heart Mail,6,50,false,false,false,false,false,false,true,false,false,false,false,false
HEARTSCALE,Heart Scale,1,100,false,false,false,false,false,false,true,false,false,false,false,false
HEATROCK,Heat Rock,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
HEAVYBALL,Heavy Ball,3,300,false,false,false,false,false,false,true,false,false,false,false,false
HELIXFOSSIL,Helix Fossil,1,7000,false,false,false,false,false,false,true,false,false,false,false,false
HM01,HM01,4,0,true,false,true,false,false,false,false,false,false,false,false,false
HM02,HM02,4,0,true,false,true,false,false,false,false,false,false,false,false,false
HM03,HM03,4,0,true,false,true,false,false,false,false,false,false,false,false,false
HM04,HM04,4,0,true,false,true,false,false,false,false,false,false,false,false,false
HM05,HM05,4,0,true,false,true,false,false,false,false,false,false,false,false,false
HM06,HM06,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
HM07,HM07,4,0,true,false,true,false,false,false,false,false,false,false,false,false
HM08,HM08,4,0,true,false,true,false,false,false,false,false,false,false,false,false
HM09,HM09,4,0,true,false,true,false,false,false,false,false,false,false,false,false
HM10,HM10,4,0,true,false,true,false,false,false,false,false,false,false,false,false
HM11,HM11,4,0,true,false,true,false,false,false,false,false,false,false,false,false
HONDEWBERRY,Hondew Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
HONEY,Honey,1,100,false,false,false,false,false,false,true,false,false,false,false,false
HPUP,HP Up,2,10000,false,false,false,false,false,false,true,false,false,false,false,false
HYPERPOTION,Hyper Potion,2,1500,false,false,false,false,false,false,true,false,false,false,false,false
IAPAPABERRY,Iapapa Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
ICEGEM,Ice Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
ICEHEAL,Ice Heal,2,100,false,false,false,false,false,false,true,false,false,false,false,false
ICEPICK,Ice Pick,8,0,false,false,false,false,true,false,false,false,false,false,false,false
ICESTONE,Ice Stone,1,5000,false,false,false,false,false,false,true,false,false,false,false,false
ICICLEPLATE,Icicle Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
ICYROCK,Icy Rock,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
INCUBATOR,Super Incubator,1,12000,false,false,false,false,false,false,true,false,false,false,false,false
INCUBATOR_NORMAL,Incubator,1,2500,false,false,false,false,false,false,true,false,false,false,false,false
INFINITEREVERSERS,Infinite Reversers,8,0,false,false,false,false,true,false,false,false,false,false,false,false
INFINITESPLICERS,Infinite Splicers,8,0,false,false,false,false,true,false,false,false,false,false,false,false
INFINITESPLICERS2,Infinite Splicers,8,0,false,false,false,false,true,false,false,false,false,false,false,false
INSECTPLATE,Insect Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
INVISIBALL,Invisiball,3,200,false,false,false,false,false,false,false,false,false,true,false,false
IRON,Iron,2,10000,false,false,false,false,false,false,true,false,false,false,false,false
IRONBALL,Iron Ball,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
IRONPLATE,Iron Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
ITEMDROP,Item Drop,7,0,false,false,false,false,false,false,true,false,false,false,false,false
ITEMFINDER,Itemfinder,8,0,false,false,false,false,true,false,false,false,false,false,false,false
ITEMURGE,Item Urge,7,0,false,false,false,false,false,false,true,false,false,false,false,false
JABOCABERRY,Jaboca Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
JAWFOSSIL,Jaw Fossil,1,7000,false,false,false,false,false,false,true,false,false,false,false,false
JETPACK,Jetpack,8,0,false,false,false,false,true,false,false,false,false,false,false,false
KASIBBERRY,Kasib Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
KEBIABERRY,Kebia Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
KELPSYBERRY,Kelpsy Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
KINGSROCK,King's Rock,1,5000,false,false,false,false,false,false,true,false,true,false,false,false
KRABBYLEGS,Krabby Legs,8,0,false,false,false,false,true,false,false,false,false,false,false,false
LAGGINGTAIL,Lagging Tail,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
LANSATBERRY,Lansat Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
LANTERN,Lantern,8,0,false,false,false,false,true,false,false,false,false,false,false,false
LAVACOOKIE,Lava Cookie,2,350,false,false,false,false,false,false,true,false,false,false,false,false
LAXINCENSE,Lax Incense,1,5000,false,false,false,false,false,false,true,false,true,false,false,false
LEAFSTONE,Leaf Stone,1,5000,false,false,false,false,false,false,true,false,false,false,false,false
LEFTOVERS,Leftovers,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
LEMONADE,Lemonade,2,350,false,false,false,false,false,false,true,false,false,false,false,false
LEPPABERRY,Leppa Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
LETTER,Letter,8,0,false,false,false,false,true,false,false,false,false,false,false,false
LEVELBALL,Level Ball,3,300,false,false,false,false,false,false,true,false,false,false,false,false
LEVER,Dolly,8,0,false,false,false,false,true,false,false,false,false,false,false,false
LIECHIBERRY,Liechi Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
LIFEORB,Life Orb,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
LIFTKEY,Lift Key,8,0,false,false,false,false,true,false,false,false,false,false,false,false
LIGHTBALL,Light Ball,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
LIGHTCLAY,Light Clay,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
LIGHTSTONE,Light Stone,8,0,false,false,false,false,true,false,false,false,false,false,false,false
LINKINGCORD,Linking Cord,1,6000,false,false,false,false,false,false,true,false,false,false,false,false
LOVEBALL,Love Ball,3,300,false,false,false,false,false,false,true,false,false,false,false,false
LOVELETTER,Love Letter,8,0,false,false,false,false,true,false,false,false,false,false,false,false
LUCKINCENSE,Luck Incense,1,11000,false,false,false,false,false,false,true,false,true,false,false,false
LUCKYEGG,Lucky Egg,1,10000,false,false,false,false,false,false,true,false,false,false,false,false
LUCKYPUNCH,Lucky Punch,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
LUMBERRY,Lum Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
LUMINOUSMOSS,Luminous Moss,1,500,false,false,false,false,false,false,true,false,false,false,false,false
LUNARFEATHER,Lunar Feather,8,0,false,false,false,false,true,false,false,false,false,false,false,false
LUREBALL,Lure Ball,3,300,false,false,false,false,false,false,true,false,false,false,false,false
LUSTROUSORB,Lustrous Orb,1,10000,false,false,false,false,false,false,true,false,false,false,false,false
LUXURYBALL,Luxury Ball,3,1000,false,false,false,false,false,false,true,false,false,false,false,false
MACHBIKE,Mach Bike,8,0,false,false,false,false,true,false,false,false,false,false,false,false
MACHETE,Shears,8,0,false,false,false,false,true,false,false,false,false,false,false,false
MACHOBRACE,Macho Brace,1,3000,false,false,false,false,false,false,true,false,true,false,false,false
MAGICBOOTS,Magic Boots,8,0,false,false,false,false,true,false,false,false,false,false,false,false
MAGMARIZER,Magmarizer,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
MAGMAUNIFORM,Magma Uniform,8,0,false,false,false,false,true,false,false,false,false,false,false,false
MAGNET,Magnet,1,1000,false,false,false,false,false,false,true,false,true,false,false,false
MAGNETPASS,Train Pass,8,0,false,false,false,false,true,false,false,false,false,false,false,false
MAGNETSTONE,Magnet Stone,1,2100,false,false,false,false,false,false,true,false,false,false,false,true
MAGOBERRY,Mago Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
MAGOSTBERRY,Magost Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
MANKEYPAW,Mankey Paw,1,19600,false,false,false,false,false,false,true,false,false,false,false,false
MANSIONKEY,Seagallop Pass,8,0,false,false,false,false,true,false,false,false,false,false,false,false
MASTERBALL,Master Ball,3,0,false,false,false,false,false,false,true,false,false,false,false,false
MASTERBALLPROTO,Master Ball,8,0,false,false,false,false,true,false,false,false,false,false,false,false
MAXELIXIR,Max Elixir,2,4500,false,false,false,false,false,false,true,false,false,false,false,false
MAXETHER,Max Ether,2,2000,false,false,false,false,false,false,true,false,false,false,false,false
MAXPOTION,Max Potion,2,2500,false,false,false,false,false,false,true,false,false,false,false,false
MAXREPEL,Max Repel,1,700,false,false,false,false,false,false,true,false,false,false,false,false
MAXREVIVE,Max Revive,2,4000,false,false,false,false,false,false,true,false,false,false,false,false
MEADOWPLATE,Meadow Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
MENTALHERB,Mental Herb,1,2000,false,false,false,false,false,false,true,false,true,false,false,false
METALCOAT,Metal Coat,1,2000,false,false,false,false,false,false,true,false,true,false,false,false
METALPOWDER,Metal Powder,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
METRONOME,Metronome,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
MICLEBERRY,Micle Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
MINDPLATE,Mind Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
MIRACLESEED,Miracle Seed,1,1000,false,false,false,false,false,false,true,false,true,false,false,false
