record_type,identity,item_id,randomizable,stock_before,stock_after,empty_after,detail
ground_pool,,ELECTIRIZER,,,,,
ground_pool,,ELECTRICGEM,,,,,
ground_pool,,ELECTRICSEED,,,,,
ground_pool,,ELIXIR,,,,,
ground_pool,,ENERGYPOWDER,,,,,
ground_pool,,ENERGYROOT,,,,,
ground_pool,,ENIGMABERRY,,,,,
ground_pool,,ESCAPEROPE,,,,,
ground_pool,,ETHER,,,,,
ground_pool,,EVERSTONE,,,,,
ground_pool,,EVIOLITE,,,,,
ground_pool,,EXPCANDY,,,,,
ground_pool,,EXPERTBELT,,,,,
ground_pool,,FAIRYGEM,,,,,
ground_pool,,FANCYMEAL,,,,,
ground_pool,,FASTBALL,,,,,
ground_pool,,FIGHTINGGEM,,,,,
ground_pool,,FIGYBERRY,,,,,
ground_pool,,FIRECRACKER,,,,,
ground_pool,,FIREGEM,,,,,
ground_pool,,FIRESTONE,,,,,
ground_pool,,FISTPLATE,,,,,
ground_pool,,FLAMEORB,,,,,
ground_pool,,FLAMEPLATE,,,,,
ground_pool,,FLOATSTONE,,,,,
ground_pool,,FLUFFYTAIL,,,,,
ground_pool,,FLYINGGEM,,,,,
ground_pool,,FOCUSBAND,,,,,
ground_pool,,FOCUSSASH,,,,,
ground_pool,,FRESHWATER,,,,,
ground_pool,,FRIENDBALL,,,,,
ground_pool,,FROSTBALL,,,,,
ground_pool,,FULLHEAL,,,,,
ground_pool,,FULLINCENSE,,,,,
ground_pool,,FULLRESTORE,,,,,
ground_pool,,FUSIONBALL,,,,,
ground_pool,,FUSIONREPEL,,,,,
ground_pool,,GANLONBERRY,,,,,
ground_pool,,GENDERBALL,,,,,
ground_pool,,GENIUSWING,,,,,
ground_pool,,GHOSTGEM,,,,,
ground_pool,,GOLDENBANANA,,,,,
ground_pool,,GOLDRING,,,,,
ground_pool,,GOOEYMULCH,,,,,
ground_pool,,GRASSGEM,,,,,
ground_pool,,GRASSYSEED,,,,,
ground_pool,,GREATBALL,,,,,
ground_pool,,GREENSCARF,,,,,
ground_pool,,GREENSHARD,,,,,
ground_pool,,GREPABERRY,,,,,
ground_pool,,GRIPCLAW,,,,,
ground_pool,,GRISEOUSORB,,,,,
ground_pool,,GROUNDGEM,,,,,
ground_pool,,GROWTHMULCH,,,,,
ground_pool,,GUARDSPEC,,,,,
ground_pool,,HABANBERRY,,,,,
ground_pool,,HARDSTONE,,,,,
ground_pool,,HEALBALL,,,,,
ground_pool,,HEALPOWDER,,,,,
ground_pool,,HEALTHWING,,,,,
ground_pool,,HEARTSCALE,,,,,
ground_pool,,HEATROCK,,,,,
ground_pool,,HEAVYBALL,,,,,
ground_pool,,HELIXFOSSIL,,,,,
ground_pool,,HONDEWBERRY,,,,,
ground_pool,,HONEY,,,,,
ground_pool,,HPUP,,,,,
ground_pool,,HYPERPOTION,,,,,
ground_pool,,IAPAPABERRY,,,,,
ground_pool,,ICEGEM,,,,,
ground_pool,,ICEHEAL,,,,,
ground_pool,,ICESTONE,,,,,
ground_pool,,ICICLEPLATE,,,,,
ground_pool,,ICYROCK,,,,,
ground_pool,,INCUBATOR,,,,,
ground_pool,,INCUBATOR_NORMAL,,,,,
ground_pool,,INSECTPLATE,,,,,
ground_pool,,IRON,,,,,
ground_pool,,IRONBALL,,,,,
ground_pool,,IRONPLATE,,,,,
ground_pool,,ITEMDROP,,,,,
ground_pool,,ITEMURGE,,,,,
ground_pool,,JABOCABERRY,,,,,
ground_pool,,JAWFOSSIL,,,,,
ground_pool,,KASIBBERRY,,,,,
ground_pool,,KEBIABERRY,,,,,
ground_pool,,KELPSYBERRY,,,,,
ground_pool,,KINGSROCK,,,,,
ground_pool,,LAGGINGTAIL,,,,,
ground_pool,,LANSATBERRY,,,,,
ground_pool,,LAVACOOKIE,,,,,
ground_pool,,LAXINCENSE,,,,,
ground_pool,,LEAFSTONE,,,,,
ground_pool,,LEFTOVERS,,,,,
ground_pool,,LEMONADE,,,,,
ground_pool,,LEPPABERRY,,,,,
ground_pool,,LEVELBALL,,,,,
ground_pool,,LIECHIBERRY,,,,,
ground_pool,,LIFEORB,,,,,
ground_pool,,LIGHTBALL,,,,,
ground_pool,,LIGHTCLAY,,,,,
ground_pool,,LINKINGCORD,,,,,
ground_pool,,LOVEBALL,,,,,
ground_pool,,LUCKINCENSE,,,,,
ground_pool,,LUCKYEGG,,,,,
ground_pool,,LUCKYPUNCH,,,,,
ground_pool,,LUMBERRY,,,,,
ground_pool,,LUMINOUSMOSS,,,,,
ground_pool,,LUREBALL,,,,,
ground_pool,,LUSTROUSORB,,,,,
ground_pool,,LUXURYBALL,,,,,
ground_pool,,MACHOBRACE,,,,,
ground_pool,,MAGMARIZER,,,,,
ground_pool,,MAGNET,,,,,
ground_pool,,MAGNETSTONE,,,,,
ground_pool,,MAGOBERRY,,,,,
ground_pool,,MAGOSTBERRY,,,,,
ground_pool,,MANKEYPAW,,,,,
ground_pool,,MASTERBALL,,,,,
ground_pool,,MAXELIXIR,,,,,
ground_pool,,MAXETHER,,,,,
ground_pool,,MAXPOTION,,,,,
ground_pool,,MAXREPEL,,,,,
ground_pool,,MAXREVIVE,,,,,
ground_pool,,MEADOWPLATE,,,,,
ground_pool,,MENTALHERB,,,,,
ground_pool,,METALCOAT,,,,,
ground_pool,,METALPOWDER,,,,,
ground_pool,,METRONOME,,,,,
ground_pool,,MICLEBERRY,,,,,
ground_pool,,MINDPLATE,,,,,
ground_pool,,MIRACLESEED,,,,,
ground_pool,,MISTSTONE,,,,,
ground_pool,,MISTYSEED,,,,,
ground_pool,,MOOMOOMILK,,,,,
ground_pool,,MOONBALL,,,,,
ground_pool,,MOONSTONE,,,,,
ground_pool,,MUSCLEBAND,,,,,
ground_pool,,MUSCLEWING,,,,,
ground_pool,,MUSHROOMSPORES,,,,,
ground_pool,,MYSTICWATER,,,,,
ground_pool,,NANABBERRY,,,,,
ground_pool,,NECROZIUM,,,,,
ground_pool,,NESTBALL,,,,,
ground_pool,,NETBALL,,,,,
ground_pool,,NEVERMELTICE,,,,,
ground_pool,,NOMELBERRY,,,,,
ground_pool,,NORMALGEM,,,,,
ground_pool,,NUGGET,,,,,
ground_pool,,OCCABERRY,,,,,
ground_pool,,ODDINCENSE,,,,,
ground_pool,,OLDAMBER,,,,,
ground_pool,,OLDBOOT,,,,,
ground_pool,,OLDGATEAU,,,,,
ground_pool,,OLDPENDANT,,,,,
ground_pool,,ORANBERRY,,,,,
ground_pool,,OVALSTONE,,,,,
ground_pool,,PAMTREBERRY,,,,,
ground_pool,,PARLYZHEAL,,,,,
ground_pool,,PASSHOBERRY,,,,,
ground_pool,,PAYAPABERRY,,,,,
ground_pool,,PEARL,,,,,
ground_pool,,PEARLSTRING,,,,,
ground_pool,,PECHABERRY,,,,,
ground_pool,,PERFECTBALL,,,,,
ground_pool,,PERSIMBERRY,,,,,
ground_pool,,PETAYABERRY,,,,,
ground_pool,,PINAPBERRY,,,,,
ground_pool,,PINKANBERRY,,,,,
ground_pool,,PINKNECTAR,,,,,
ground_pool,,PINKSCARF,,,,,
ground_pool,,PIXIEPLATE,,,,,
ground_pool,,PIZZA,,,,,
ground_pool,,POISONBARB,,,,,
ground_pool,,POISONGEM,,,,,
ground_pool,,POISONMUSHROOM,,,,,
ground_pool,,POKEBALL,,,,,
ground_pool,,POKEDOLL,,,,,
ground_pool,,POKETOY,,,,,
ground_pool,,POMEGBERRY,,,,,
ground_pool,,POTION,,,,,
ground_pool,,POWERANKLET,,,,,
ground_pool,,POWERBAND,,,,,
ground_pool,,POWERBELT,,,,,
ground_pool,,POWERBRACER,,,,,
ground_pool,,POWERHERB,,,,,
ground_pool,,POWERLENS,,,,,
ground_pool,,POWERWEIGHT,,,,,
ground_pool,,PPMAX,,,,,
ground_pool,,PPUP,,,,,
ground_pool,,PREMIERBALL,,,,,
ground_pool,,PRESENT,,,,,
ground_pool,,PRETTYWING,,,,,
ground_pool,,PRISMSCALE,,,,,
ground_pool,,PROTECTIVEPADS,,,,,
ground_pool,,PROTECTOR,,,,,
ground_pool,,PROTEIN,,,,,
ground_pool,,PSYCHICGEM,,,,,
ground_pool,,PSYCHICSEED,,,,,
ground_pool,,PUREBALL,,,,,
ground_pool,,PUREINCENSE,,,,,
ground_pool,,QUALOTBERRY,,,,,
ground_pool,,QUICKBALL,,,,,
ground_pool,,QUICKCLAW,,,,,
ground_pool,,QUICKPOWDER,,,,,
ground_pool,,RABUTABERRY,,,,,
ground_pool,,RAGECANDYBAR,,,,,
ground_pool,,RAREBONE,,,,,
ground_pool,,RARECANDY,,,,,
ground_pool,,RAWSTBERRY,,,,,
ground_pool,,RAZORCLAW,,,,,
ground_pool,,RAZORFANG,,,,,
ground_pool,,RAZZBERRY,,,,,
ground_pool,,REAPERCLOTH,,,,,
ground_pool,,REDCARD,,,,,
ground_pool,,REDFLUTE,,,,,
ground_pool,,REDNECTAR,,,,,
ground_pool,,REDSCARF,,,,,
ground_pool,,REDSHARD,,,,,
ground_pool,,RELICBAND,,,,,
ground_pool,,RELICCOPPER,,,,,
ground_pool,,RELICCROWN,,,,,
ground_pool,,RELICGOLD,,,,,
ground_pool,,RELICSILVER,,,,,
ground_pool,,RELICSTATUE,,,,,
ground_pool,,RELICVASE,,,,,
ground_pool,,REPEATBALL,,,,,
ground_pool,,REPEL,,,,,
ground_pool,,RESETURGE,,,,,
ground_pool,,RESISTWING,,,,,
ground_pool,,REVIVALHERB,,,,,
ground_pool,,REVIVE,,,,,
ground_pool,,RICHMULCH,,,,,
ground_pool,,RINDOBERRY,,,,,
ground_pool,,RINGTARGET,,,,,
ground_pool,,ROCKETBALL,,,,,
ground_pool,,ROCKETMEAL,,,,,
ground_pool,,ROCKGEM,,,,,
ground_pool,,ROCKINCENSE,,,,,
ground_pool,,ROCKYHELMET,,,,,
ground_pool,,ROOTFOSSIL,,,,,
ground_pool,,ROSEINCENSE,,,,,
ground_pool,,ROSELIBERRY,,,,,
ground_pool,,ROWAPBERRY,,,,,
ground_pool,,SACREDASH,,,,,
ground_pool,,SACREDPOTION,,,,,
ground_pool,,SAFARIBALL,,,,,
ground_pool,,SAFARISOUVENIR,,,,,
ground_pool,,SAFETYGOGGLES,,,,,
ground_pool,,SAILFOSSIL,,,,,
ground_pool,,SALACBERRY,,,,,
ground_pool,,SCOPELENS,,,,,
ground_pool,,SCORCHBALL,,,,,
ground_pool,,SEADRAFIN,,,,,
ground_pool,,SEAINCENSE,,,,,
ground_pool,,SEAWEED,,,,,
ground_pool,,SECRETCAPSULE,,,,,
ground_pool,,SHARPBEAK,,,,,
ground_pool,,SHEDSHELL,,,,,
ground_pool,,SHELLBELL,,,,,
ground_pool,,SHINYBALL,,,,,
ground_pool,,SHINYSTONE,,,,,
ground_pool,,SHOALSALT,,,,,
ground_pool,,SHOALSHELL,,,,,
ground_pool,,SHOCKDRIVE,,,,,
ground_pool,,SHOOTER,,,,,
ground_pool,,SHUCABERRY,,,,,
ground_pool,,SILKSCARF,,,,,
ground_pool,,SILVERPOWDER,,,,,
ground_pool,,SITRUSBERRY,,,,,
ground_pool,,SKINNYLATTE,,,,,
ground_pool,,SKULLFOSSIL,,,,,
ground_pool,,SKYPLATE,,,,,
ground_pool,,SLOWPOKETAIL,,,,,
ground_pool,,SMOKEBALL,,,,,
ground_pool,,SMOOTHROCK,,,,,
ground_pool,,SNOWBALL,,,,,
ground_pool,,SODAPOP,,,,,
ground_pool,,SOFTSAND,,,,,
ground_pool,,SOOTHEBELL,,,,,
ground_pool,,SOULDEW,,,,,
ground_pool,,SPARKBALL,,,,,
ground_pool,,SPELLTAG,,,,,
ground_pool,,SPELONBERRY,,,,,
ground_pool,,SPLASHPLATE,,,,,
ground_pool,,SPOOKYPLATE,,,,,
ground_pool,,SPORTBALL,,,,,
ground_pool,,STABLEMULCH,,,,,
ground_pool,,STARDUST,,,,,
ground_pool,,STARFBERRY,,,,,
ground_pool,,STARPIECE,,,,,
ground_pool,,STATUSBALL,,,,,
ground_pool,,STEELGEM,,,,,
ground_pool,,STICK,,,,,
ground_pool,,STICKYBARB,,,,,
ground_pool,,STONEPLATE,,,,,
ground_pool,,SUNSTONE,,,,,
ground_pool,,SUPERPOTION,,,,,
ground_pool,,SUPERREPEL,,,,,
ground_pool,,SWEETHEART,,,,,
ground_pool,,SWIFTWING,,,,,
ground_pool,,TAMATOBERRY,,,,,
ground_pool,,TANGABERRY,,,,,
ground_pool,,TERRAINEXTENDER,,,,,
ground_pool,,THICKCLUB,,,,,
ground_pool,,THUNDERSTONE,,,,,
ground_pool,,TIMERBALL,,,,,
ground_pool,,TINYMUSHROOM,,,,,
ground_pool,,TM00,,,,,
ground_pool,,TM01,,,,,
ground_pool,,TM02,,,,,
ground_pool,,TM03,,,,,
ground_pool,,TM04,,,,,
ground_pool,,TM05,,,,,
ground_pool,,TM06,,,,,
ground_pool,,TM07,,,,,
ground_pool,,TM08,,,,,
ground_pool,,TM09,,,,,
ground_pool,,TM10,,,,,
ground_pool,,TM100,,,,,
ground_pool,,TM101,,,,,
ground_pool,,TM102,,,,,
ground_pool,,TM103,,,,,
ground_pool,,TM104,,,,,
ground_pool,,TM105,,,,,
ground_pool,,TM106,,,,,
ground_pool,,TM107,,,,,
ground_pool,,TM108,,,,,
ground_pool,,TM109,,,,,
ground_pool,,TM11,,,,,
ground_pool,,TM110,,,,,
ground_pool,,TM111,,,,,
ground_pool,,TM112,,,,,
ground_pool,,TM113,,,,,
ground_pool,,TM114,,,,,
ground_pool,,TM115,,,,,
ground_pool,,TM116,,,,,
ground_pool,,TM117,,,,,
ground_pool,,TM118,,,,,
ground_pool,,TM119,,,,,
ground_pool,,TM12,,,,,
ground_pool,,TM120,,,,,
ground_pool,,TM121,,,,,
ground_pool,,TM122,,,,,
ground_pool,,TM123,,,,,
ground_pool,,TM13,,,,,
ground_pool,,TM14,,,,,
ground_pool,,TM15,,,,,
ground_pool,,TM16,,,,,
ground_pool,,TM17,,,,,
ground_pool,,TM18,,,,,
ground_pool,,TM19,,,,,
ground_pool,,TM20,,,,,
ground_pool,,TM21,,,,,
ground_pool,,TM22,,,,,
ground_pool,,TM23,,,,,
ground_pool,,TM24,,,,,
ground_pool,,TM25,,,,,
ground_pool,,TM26,,,,,
ground_pool,,TM27,,,,,
ground_pool,,TM28,,,,,
ground_pool,,TM29,,,,,
ground_pool,,TM30,,,,,
ground_pool,,TM31,,,,,
ground_pool,,TM32,,,,,
ground_pool,,TM33,,,,,
ground_pool,,TM34,,,,,
ground_pool,,TM35,,,,,
ground_pool,,TM36,,,,,
ground_pool,,TM37,,,,,
ground_pool,,TM38,,,,,
ground_pool,,TM39,,,,,
ground_pool,,TM40,,,,,
ground_pool,,TM41,,,,,
ground_pool,,TM42,,,,,
ground_pool,,TM43,,,,,
ground_pool,,TM44,,,,,
ground_pool,,TM45,,,,,
ground_pool,,TM46,,,,,
ground_pool,,TM47,,,,,
ground_pool,,TM48,,,,,
ground_pool,,TM49,,,,,
ground_pool,,TM50,,,,,
ground_pool,,TM51,,,,,
ground_pool,,TM52,,,,,
ground_pool,,TM53,,,,,
ground_pool,,TM54,,,,,
ground_pool,,TM55,,,,,
ground_pool,,TM56,,,,,
ground_pool,,TM57,,,,,
ground_pool,,TM58,,,,,
ground_pool,,TM59,,,,,
ground_pool,,TM60,,,,,
ground_pool,,TM61,,,,,
ground_pool,,TM62,,,,,
ground_pool,,TM63,,,,,
ground_pool,,TM64,,,,,
ground_pool,,TM65,,,,,
ground_pool,,TM66,,,,,
ground_pool,,TM67,,,,,
ground_pool,,TM68,,,,,
ground_pool,,TM69,,,,,
ground_pool,,TM70,,,,,
ground_pool,,TM71,,,,,
ground_pool,,TM72,,,,,
ground_pool,,TM73,,,,,
ground_pool,,TM74,,,,,
ground_pool,,TM75,,,,,
ground_pool,,TM76,,,,,
ground_pool,,TM77,,,,,
ground_pool,,TM78,,,,,
ground_pool,,TM79,,,,,
ground_pool,,TM80,,,,,
ground_pool,,TM81,,,,,
ground_pool,,TM82,,,,,
ground_pool,,TM83,,,,,
ground_pool,,TM84,,,,,
ground_pool,,TM85,,,,,
ground_pool,,TM86,,,,,
ground_pool,,TM87,,,,,
ground_pool,,TM88,,,,,
ground_pool,,TM89,,,,,
ground_pool,,TM90,,,,,
ground_pool,,TM91,,,,,
ground_pool,,TM92,,,,,
ground_pool,,TM93,,,,,
ground_pool,,TM94,,,,,
ground_pool,,TM95,,,,,
ground_pool,,TM96,,,,,
ground_pool,,TM97,,,,,
ground_pool,,TM98,,,,,
ground_pool,,TM99,,,,,
ground_pool,,TOXICBALL,,,,,
ground_pool,,TOXICORB,,,,,
ground_pool,,TOXICPLATE,,,,,
ground_pool,,TRADEBALL,,,,,
ground_pool,,TRANSGENDERSTONE,,,,,
ground_pool,,TWISTEDSPOON,,,,,
ground_pool,,ULTRABALL,,,,,
ground_pool,,UNKNOWN,,,,,
ground_pool,,UPGRADE,,,,,
ground_pool,,VIRUSBALL,,,,,
ground_pool,,WACANBERRY,,,,,
ground_pool,,WATERGEM,,,,,
ground_pool,,WATERSTONE,,,,,
ground_pool,,WATMELBERRY,,,,,
ground_pool,,WAVEINCENSE,,,,,
ground_pool,,WEAKNESSPOLICY,,,,,
ground_pool,,WEPEARBERRY,,,,,
ground_pool,,WHIPPEDDREAM,,,,,
ground_pool,,WHITEFLAG,,,,,
ground_pool,,WHITEFLUTE,,,,,
ground_pool,,WHITEHERB,,,,,
ground_pool,,WIDELENS,,,,,
ground_pool,,WIKIBERRY,,,,,
ground_pool,,WISEGLASSES,,,,,
ground_pool,,XACCURACY,,,,,
ground_pool,,XACCURACY2,,,,,
ground_pool,,XACCURACY3,,,,,
ground_pool,,XACCURACY6,,,,,
ground_pool,,XATTACK,,,,,
ground_pool,,XATTACK2,,,,,
ground_pool,,XATTACK3,,,,,
ground_pool,,XATTACK6,,,,,
ground_pool,,XDEFENSE,,,,,
ground_pool,,XDEFENSE2,,,,,
ground_pool,,XDEFENSE3,,,,,
ground_pool,,XDEFENSE6,,,,,
ground_pool,,XSPATK,,,,,
ground_pool,,XSPATK2,,,,,
ground_pool,,XSPATK3,,,,,
ground_pool,,XSPATK6,,,,,
ground_pool,,XSPDEF,,,,,
ground_pool,,XSPDEF2,,,,,
ground_pool,,XSPDEF3,,,,,
ground_pool,,XSPDEF6,,,,,
ground_pool,,XSPEED,,,,,
ground_pool,,XSPEED2,,,,,
ground_pool,,XSPEED3,,,,,
ground_pool,,XSPEED6,,,,,
ground_pool,,YACHEBERRY,,,,,
ground_pool,,YELLOWFLUTE,,,,,
ground_pool,,YELLOWNECTAR,,,,,
ground_pool,,YELLOWSCARF,,,,,
ground_pool,,YELLOWSHARD,,,,,
ground_pool,,ZAPPLATE,,,,,
ground_pool,,ZINC,,,,,
ground_pool,,ZOOMLENS,,,,,
tm_pool,,TM00,,,,,
tm_pool,,TM01,,,,,
tm_pool,,TM02,,,,,
tm_pool,,TM03,,,,,
tm_pool,,TM04,,,,,
tm_pool,,TM05,,,,,
tm_pool,,TM06,,,,,
tm_pool,,TM07,,,,,
tm_pool,,TM08,,,,,
tm_pool,,TM09,,,,,
tm_pool,,TM10,,,,,
tm_pool,,TM100,,,,,
tm_pool,,TM101,,,,,
tm_pool,,TM102,,,,,
tm_pool,,TM103,,,,,
tm_pool,,TM104,,,,,
tm_pool,,TM105,,,,,
tm_pool,,TM106,,,,,
tm_pool,,TM107,,,,,
tm_pool,,TM108,,,,,
tm_pool,,TM109,,,,,
tm_pool,,TM11,,,,,
tm_pool,,TM110,,,,,
tm_pool,,TM111,,,,,
tm_pool,,TM112,,,,,
tm_pool,,TM113,,,,,
tm_pool,,TM114,,,,,
tm_pool,,TM115,,,,,
tm_pool,,TM116,,,,,
tm_pool,,TM117,,,,,
tm_pool,,TM118,,,,,
tm_pool,,TM119,,,,,
tm_pool,,TM12,,,,,
tm_pool,,TM120,,,,,
tm_pool,,TM121,,,,,
tm_pool,,TM122,,,,,
tm_pool,,TM123,,,,,
tm_pool,,TM13,,,,,
tm_pool,,TM14,,,,,
tm_pool,,TM15,,,,,
tm_pool,,TM16,,,,,
tm_pool,,TM17,,,,,
tm_pool,,TM18,,,,,
tm_pool,,TM19,,,,,
tm_pool,,TM20,,,,,
tm_pool,,TM21,,,,,
tm_pool,,TM22,,,,,
tm_pool,,TM23,,,,,
tm_pool,,TM24,,,,,
tm_pool,,TM25,,,,,
tm_pool,,TM26,,,,,
tm_pool,,TM27,,,,,
tm_pool,,TM28,,,,,
tm_pool,,TM29,,,,,
tm_pool,,TM30,,,,,
tm_pool,,TM31,,,,,
tm_pool,,TM32,,,,,
tm_pool,,TM33,,,,,
tm_pool,,TM34,,,,,
tm_pool,,TM35,,,,,
tm_pool,,TM36,,,,,
tm_pool,,TM37,,,,,
tm_pool,,TM38,,,,,
tm_pool,,TM39,,,,,
tm_pool,,TM40,,,,,
tm_pool,,TM41,,,,,
tm_pool,,TM42,,,,,
tm_pool,,TM43,,,,,
tm_pool,,TM44,,,,,
tm_pool,,TM45,,,,,
tm_pool,,TM46,,,,,
tm_pool,,TM47,,,,,
tm_pool,,TM48,,,,,
tm_pool,,TM49,,,,,
tm_pool,,TM50,,,,,
tm_pool,,TM51,,,,,
tm_pool,,TM52,,,,,
tm_pool,,TM53,,,,,
tm_pool,,TM54,,,,,
tm_pool,,TM55,,,,,
tm_pool,,TM56,,,,,
tm_pool,,TM57,,,,,
tm_pool,,TM58,,,,,
tm_pool,,TM59,,,,,
tm_pool,,TM60,,,,,
tm_pool,,TM61,,,,,
tm_pool,,TM62,,,,,
tm_pool,,TM63,,,,,
tm_pool,,TM64,,,,,
tm_pool,,TM65,,,,,
tm_pool,,TM66,,,,,
tm_pool,,TM67,,,,,
tm_pool,,TM68,,,,,
tm_pool,,TM69,,,,,
tm_pool,,TM70,,,,,
tm_pool,,TM71,,,,,
tm_pool,,TM72,,,,,
tm_pool,,TM73,,,,,
tm_pool,,TM74,,,,,
tm_pool,,TM75,,,,,
tm_pool,,TM76,,,,,
tm_pool,,TM77,,,,,
tm_pool,,TM78,,,,,
tm_pool,,TM79,,,,,
tm_pool,,TM80,,,,,
tm_pool,,TM81,,,,,
tm_pool,,TM82,,,,,
tm_pool,,TM83,,,,,
tm_pool,,TM84,,,,,
tm_pool,,TM85,,,,,
tm_pool,,TM86,,,,,
tm_pool,,TM87,,,,,
tm_pool,,TM88,,,,,
tm_pool,,TM89,,,,,
tm_pool,,TM90,,,,,
tm_pool,,TM91,,,,,
tm_pool,,TM92,,,,,
tm_pool,,TM93,,,,,
tm_pool,,TM94,,,,,
tm_pool,,TM95,,,,,
tm_pool,,TM96,,,,,
tm_pool,,TM97,,,,,
tm_pool,,TM98,,,,,
tm_pool,,TM99,,,,,
structural_exclusion,,ACCURACYUP,,,,,unsupported registration
structural_exclusion,,ACROBIKE,,,,,key item or field tool
structural_exclusion,,AIRMAIL,,,,,versioned result ban
structural_exclusion,,ANCIENTSTONE,,,,,unsupported registration
structural_exclusion,,AQUAUNIFORM,,,,,key item or field tool
structural_exclusion,,AURORATICKET,,,,,key item or field tool
structural_exclusion,,AZUREFLUTE,,,,,key item or field tool
structural_exclusion,,BANDLOGO,,,,,key item or field tool
structural_exclusion,,BEDROOMKEY,,,,,key item or field tool
structural_exclusion,,BERSERKGENE,,,,,key item or field tool
structural_exclusion,,BICYCLE,,,,,key item or field tool
structural_exclusion,,BLACKAPRICORN,,,,,versioned result ban
structural_exclusion,,BLOOMMAIL,,,,,versioned result ban
