map_id,area_name,version,encounter_type,category,slot,weight,species,min_level,max_level
11,Route 103,0,OldRod,base,1,70,MAGIKARP,5,10
11,Route 103,0,OldRod,base,2,30,TENTACOOL,5,10
11,Route 103,0,SuperRod,base,1,60,WAILMER,25,45
11,Route 103,0,SuperRod,base,2,40,SHARPEDO,30,34
11,Route 103,0,Water,base,1,60,TENTACOOL,5,35
11,Route 103,0,Water,base,2,35,WINGULL,10,30
11,Route 103,0,Water,base,3,5,PELIPPER,25,30
11,Route 103,0,WaterFog,weather,1,35,WINGULL,10,30
11,Route 103,0,WaterNight,time,1,60,TENTACOOL,5,35
11,Route 103,0,WaterNight,time,2,40,STARYU,10,30
11,Route 103,0,WaterRain,weather,1,5,PELIPPER,25,30
11,Route 103,0,WaterStorm,weather,1,60,TENTACRUEL,5,35
11,Route 103,0,WaterSunny,weather,1,100,WINGULL,25,25
11,Route 103,0,WaterWind,weather,1,5,PELIPPER,25,30
12,Route 104 (South),0,GoodRod,base,1,100,MAGIKARP,10,30
12,Route 104 (South),0,Land,base,1,40,POOCHYENA,4,5
12,Route 104 (South),0,Land,base,2,20,MARILL,4,5
12,Route 104 (South),0,Land,base,3,20,WURMPLE,4,5
12,Route 104 (South),0,Land,base,4,10,TAILLOW,4,5
12,Route 104 (South),0,Land,base,5,10,WINGULL,3,5
12,Route 104 (South),0,LandFog,weather,1,50,SHROOMISH,4,4
12,Route 104 (South),0,LandFog,weather,2,30,WINGULL,3,5
12,Route 104 (South),0,LandFog,weather,3,20,PICHU,3,4
12,Route 104 (South),0,LandRain,weather,1,60,SHROOMISH,4,4
12,Route 104 (South),0,LandRain,weather,2,40,WINGULL,3,5
12,Route 104 (South),0,LandStorm,weather,1,100,PICHU,3,4
12,Route 104 (South),0,LandSunny,weather,1,100,BUDEW,4,5
12,Route 104 (South),0,LandWind,weather,1,70,TAILLOW,4,5
12,Route 104 (South),0,LandWind,weather,2,30,PIDGEY,4,5
12,Route 104 (South),0,OldRod,base,1,100,MAGIKARP,5,10
12,Route 104 (South),0,SuperRod,base,1,100,MAGIKARP,20,45
12,Route 104 (South),0,Water,base,1,95,WINGULL,10,15
12,Route 104 (South),0,Water,base,2,5,PELIPPER,15,18
12,Route 104 (South),0,WaterFog,weather,1,100,PELIPPER,25,30
12,Route 104 (South),0,WaterNight,time,1,55,STARYU,10,15
12,Route 104 (South),0,WaterNight,time,2,45,TENTACOOL,10,15
12,Route 104 (South),0,WaterRain,weather,1,100,PELIPPER,25,30
12,Route 104 (South),0,WaterStorm,weather,1,100,GYARADOS,25,30
12,Route 104 (South),0,WaterSunny,weather,1,75,WINGULL,10,30
12,Route 104 (South),0,WaterSunny,weather,2,25,HORSEA,15,25
12,Route 104 (South),0,WaterWind,weather,1,50,TAILLOW,15,30
12,Route 104 (South),0,WaterWind,weather,2,50,WINGULL,15,30
20,Route 104 (North),0,GoodRod,base,1,60,MAGIKARP,10,30
20,Route 104 (North),0,GoodRod,base,2,20,CORPHISH,10,30
20,Route 104 (North),0,GoodRod,base,3,20,GOLDEEN,10,30
20,Route 104 (North),0,Land,base,1,40,POOCHYENA,4,5
20,Route 104 (North),0,Land,base,2,20,MARILL,4,5
20,Route 104 (North),0,Land,base,3,20,WURMPLE,4,5
20,Route 104 (North),0,Land,base,4,10,TAILLOW,4,5
20,Route 104 (North),0,Land,base,5,10,WINGULL,3,5
20,Route 104 (North),0,Land1,base,1,40,MARILL,8,10
20,Route 104 (North),0,Land1,base,2,30,TAILLOW,11,12
20,Route 104 (North),0,Land1,base,3,15,POLIWAG,8,9
20,Route 104 (North),0,Land1,base,4,15,SPEAROW,9,10
20,Route 104 (North),0,Land3,base,1,50,ORICORIO_3,4,5
20,Route 104 (North),0,Land3,base,2,20,POOCHYENA,4,5
20,Route 104 (North),0,Land3,base,3,20,WURMPLE,4,5
20,Route 104 (North),0,Land3,base,4,10,TAILLOW,4,5
20,Route 104 (North),0,LandFog,weather,1,60,SPEAROW,4,5
20,Route 104 (North),0,LandFog,weather,2,40,POLIWAG,4,5
20,Route 104 (North),0,LandRain,weather,1,60,POLIWAG,5,5
20,Route 104 (North),0,LandRain,weather,2,40,WURMPLE,4,5
20,Route 104 (North),0,LandStorm,weather,1,100,POLIWAG,5,5
20,Route 104 (North),0,LandSunny,weather,1,100,SUNKERN,5,6
20,Route 104 (North),0,LandWind,weather,1,60,SPEAROW,4,5
20,Route 104 (North),0,LandWind,weather,2,40,TAILLOW,5,6
20,Route 104 (North),0,OldRod,base,1,70,MAGIKARP,5,10
20,Route 104 (North),0,OldRod,base,2,30,CORPHISH,5,10
20,Route 104 (North),0,SuperRod,base,1,100,CORPHISH,20,45
20,Route 104 (North),0,Water,base,1,55,SURSKIT,20,25
20,Route 104 (North),0,Water,base,2,20,LOTAD,5,15
20,Route 104 (North),0,Water,base,3,10,MARILL,5,35
20,Route 104 (North),0,Water,base,4,10,MASQUERAIN,20,25
20,Route 104 (North),0,Water,base,5,5,LOMBRE,20,30
20,Route 104 (North),0,WaterFog,weather,1,100,WINGULL,25,35
20,Route 104 (North),0,WaterRain,weather,1,65,MARILL,5,35
20,Route 104 (North),0,WaterRain,weather,2,20,SURSKIT,20,25
20,Route 104 (North),0,WaterRain,weather,3,15,AZUMARILL,20,35
20,Route 104 (North),0,WaterStorm,weather,1,100,SKIPLOOM,20,30
20,Route 104 (North),0,WaterSunny,weather,1,80,HOPPIP,15,15
20,Route 104 (North),0,WaterSunny,weather,2,20,BEAUTIFLY,20,25
20,Route 104 (North),0,WaterWind,weather,1,75,HOPPIP,20,25
20,Route 104 (North),0,WaterWind,weather,2,25,SKIPLOOM,20,30
28,Rusturf Tunnel,0,Cave,base,1,100,WHISMUR,5,8
28,Rusturf Tunnel,0,Land,base,1,50,WHISMUR,10,12
28,Rusturf Tunnel,0,Land,base,2,45,JIGGLYPUFF,12,13
28,Rusturf Tunnel,0,Land,base,3,5,NOIBAT,12,14
28,Rusturf Tunnel,0,RockSmash,base,1,100,GEODUDE,5,15
30,Petalburg Woods,0,Land1,base,1,30,SLAKOTH,5,6
30,Petalburg Woods,0,Land1,base,2,30,WURMPLE,5,6
30,Petalburg Woods,0,Land1,base,3,20,PARAS,4,5
30,Petalburg Woods,0,Land1,base,4,10,CASCOON,5,5
30,Petalburg Woods,0,Land1,base,5,10,SILCOON,5,5
30,Petalburg Woods,0,Land3,base,1,30,WURMPLE,5,6
30,Petalburg Woods,0,Land3,base,2,20,CASCOON,8,9
30,Petalburg Woods,0,Land3,base,3,20,SILCOON,8,9
30,Petalburg Woods,0,Land3,base,4,15,BEAUTIFLY,10,10
30,Petalburg Woods,0,Land3,base,5,15,DUSTOX,10,10
30,Petalburg Woods,0,LandDay,time,1,40,WURMPLE,5,6
30,Petalburg Woods,0,LandDay,time,2,20,SHROOMISH,5,6
30,Petalburg Woods,0,LandDay,time,3,10,CASCOON,5,5
30,Petalburg Woods,0,LandDay,time,4,10,SILCOON,5,5
30,Petalburg Woods,0,LandDay,time,5,10,TAILLOW,5,6
30,Petalburg Woods,0,LandDay,time,6,5,POOCHYENA,4,5
30,Petalburg Woods,0,LandDay,time,7,5,SLAKOTH,5,6
30,Petalburg Woods,0,LandFog,weather,1,100,PHANTUMP,4,5
30,Petalburg Woods,0,LandMorning,time,1,25,WURMPLE,5,6
30,Petalburg Woods,0,LandMorning,time,2,20,POOCHYENA,4,5
30,Petalburg Woods,0,LandMorning,time,3,15,SHROOMISH,5,6
30,Petalburg Woods,0,LandMorning,time,4,15,TAILLOW,5,6
30,Petalburg Woods,0,LandMorning,time,5,10,CASCOON,5,5
30,Petalburg Woods,0,LandMorning,time,6,10,SILCOON,5,5
30,Petalburg Woods,0,LandMorning,time,7,5,SLAKOTH,5,6
30,Petalburg Woods,0,LandNight,time,1,30,POOCHYENA,4,5
30,Petalburg Woods,0,LandNight,time,2,15,HOOTHOOT,4,5
30,Petalburg Woods,0,LandNight,time,3,15,SHROOMISH,5,6
30,Petalburg Woods,0,LandNight,time,4,15,WURMPLE,5,6
30,Petalburg Woods,0,LandNight,time,5,10,CASCOON,5,5
30,Petalburg Woods,0,LandNight,time,6,10,SILCOON,5,5
30,Petalburg Woods,0,LandNight,time,7,5,SLAKOTH,5,6
30,Petalburg Woods,0,LandRain,weather,1,45,SHROOMISH,5,6
30,Petalburg Woods,0,LandRain,weather,2,35,POLIWAG,5,5
30,Petalburg Woods,0,LandRain,weather,3,20,WURMPLE,5,6
30,Petalburg Woods,0,LandStorm,weather,1,65,SHROOMISH,5,6
30,Petalburg Woods,0,LandStorm,weather,2,35,POLIWAG,5,5
30,Petalburg Woods,0,LandSunny,weather,1,100,COTTONEE,5,6
30,Petalburg Woods,0,LandWind,weather,1,100,TAILLOW,5,6
31,Route 116,0,Land,base,1,25,POOCHYENA,6,8
31,Route 116,0,Land,base,2,20,NINCADA,6,7
31,Route 116,0,Land,base,3,20,TAILLOW,6,8
31,Route 116,0,Land,base,4,20,WHISMUR,6,6
31,Route 116,0,Land,base,5,10,ABRA,7,7
31,Route 116,0,Land,base,6,5,SKITTY,7,8
31,Route 116,0,Land2,base,1,60,GEODUDE,15,18
31,Route 116,0,Land2,base,2,20,WHISMUR,10,16
31,Route 116,0,Land2,base,3,15,TAILLOW,15,17
31,Route 116,0,Land2,base,4,5,MUNCHLAX,14,14
31,Route 116,0,LandFog,weather,1,100,ABRA,4,5
31,Route 116,0,LandNight,time,1,25,POOCHYENA,6,8
31,Route 116,0,LandNight,time,2,20,HOOTHOOT,6,8
31,Route 116,0,LandNight,time,3,20,NINCADA,6,7
31,Route 116,0,LandNight,time,4,20,WHISMUR,6,6
31,Route 116,0,LandNight,time,5,15,MEOWTH,7,8
31,Route 116,0,LandRain,weather,1,60,NINCADA,4,4
31,Route 116,0,LandRain,weather,2,40,WURMPLE,4,5
31,Route 116,0,LandStorm,weather,1,100,SHINX,5,5
31,Route 116,0,LandSunny,weather,1,100,SKITTY,4,5
31,Route 116,0,LandWind,weather,1,60,SPEAROW,4,5
31,Route 116,0,LandWind,weather,2,40,WINGULL,3,5
32,Granite Cave 1F,0,Cave,base,1,50,MAKUHITA,6,10
32,Granite Cave 1F,0,Cave,base,2,30,ZUBAT,7,8
32,Granite Cave 1F,0,Cave,base,3,10,ABRA,8,8
32,Granite Cave 1F,0,Cave,base,4,10,GEODUDE,6,9
34,Granite Cave B1F,0,Cave,base,1,40,ARON,9,11
34,Granite Cave B1F,0,Cave,base,2,30,ZUBAT,9,10
34,Granite Cave B1F,0,Cave,base,3,10,ABRA,9,9
34,Granite Cave B1F,0,Cave,base,4,10,MAKUHITA,10,11
34,Granite Cave B1F,0,Cave,base,5,10,SABLEYE,9,11
35,Granite Cave B2F,0,Cave,base,1,35,ARON,10,12
35,Granite Cave B2F,0,Cave,base,2,30,ZUBAT,10,11
35,Granite Cave B2F,0,Cave,base,3,10,ABRA,10,10
35,Granite Cave B2F,0,Cave,base,4,10,MAWILE,10,12
35,Granite Cave B2F,0,Cave,base,5,10,SABLEYE,10,12
35,Granite Cave B2F,0,Cave,base,6,5,NOSEPASS,12,14
35,Granite Cave B2F,0,RockSmash,base,1,70,GEODUDE,5,20
35,Granite Cave B2F,0,RockSmash,base,2,30,CARBINK,10,20
37,Route 107,0,GoodRod,base,1,40,MAGIKARP,10,30
37,Route 107,0,GoodRod,base,2,20,REMORAID,10,30
37,Route 107,0,GoodRod,base,3,20,TENTACOOL,10,30
37,Route 107,0,GoodRod,base,4,20,WAILMER,10,30
37,Route 107,0,OldRod,base,1,60,MAGIKARP,5,10
37,Route 107,0,OldRod,base,2,30,TENTACOOL,5,10
37,Route 107,0,OldRod,base,3,10,REMORAID,5,10
37,Route 107,0,SuperRod,base,1,100,WAILMER,20,45
37,Route 107,0,Water,base,1,60,TENTACOOL,5,35
37,Route 107,0,Water,base,2,35,WINGULL,10,30
37,Route 107,0,Water,base,3,5,PELIPPER,25,30
37,Route 107,0,WaterFog,weather,1,80,HORSEA,10,20
37,Route 107,0,WaterFog,weather,2,20,SEADRA,25,30
37,Route 107,0,WaterNight,time,1,60,STARYU,10,30
37,Route 107,0,WaterNight,time,2,40,TENTACOOL,5,35
37,Route 107,0,WaterRain,weather,1,80,SEADRA,30,30
37,Route 107,0,WaterRain,weather,2,20,HORSEA,20,25
37,Route 107,0,WaterStorm,weather,1,80,CHINCHOU,10,20
37,Route 107,0,WaterStorm,weather,2,20,LANTURN,25,30
37,Route 107,0,WaterSunny,weather,1,95,REMORAID,10,30
37,Route 107,0,WaterSunny,weather,2,5,OCTILLERY,25,30
37,Route 107,0,WaterWind,weather,1,100,PELIPPER,25,30
38,Route 108,0,GoodRod,base,1,40,MAGIKARP,10,30
38,Route 108,0,GoodRod,base,2,20,REMORAID,10,30
38,Route 108,0,GoodRod,base,3,20,TENTACOOL,10,30
38,Route 108,0,GoodRod,base,4,20,WAILMER,10,30
38,Route 108,0,OldRod,base,1,60,MAGIKARP,5,10
38,Route 108,0,OldRod,base,2,30,TENTACOOL,5,10
38,Route 108,0,OldRod,base,3,10,REMORAID,5,10
38,Route 108,0,SuperRod,base,1,100,WAILMER,20,45
38,Route 108,0,Water,base,1,50,TENTACOOL,5,35
38,Route 108,0,Water,base,2,35,WINGULL,10,30
38,Route 108,0,Water,base,3,10,WAILMER,25,30
38,Route 108,0,Water,base,4,5,PELIPPER,25,30
38,Route 108,0,WaterFog,weather,1,70,REMORAID,10,30
38,Route 108,0,WaterFog,weather,2,25,MANTINE,20,30
38,Route 108,0,WaterFog,weather,3,5,DHELMISE,25,30
38,Route 108,0,WaterNight,time,1,50,TENTACOOL,5,35
38,Route 108,0,WaterNight,time,2,30,STARYU,10,30
38,Route 108,0,WaterNight,time,3,20,MANTINE,25,30
38,Route 108,0,WaterRain,weather,1,90,TENTACOOL,5,35
38,Route 108,0,WaterRain,weather,2,10,GYARADOS,30,35
38,Route 108,0,WaterStorm,weather,1,30,GYARADOS,25,35
38,Route 108,0,WaterStorm,weather,2,25,MANTINE,25,35
38,Route 108,0,WaterSunny,weather,1,40,WAILMER,25,35
38,Route 108,0,WaterSunny,weather,2,35,REMORAID,10,30
38,Route 108,0,WaterSunny,weather,3,5,OCTILLERY,25,30
38,Route 108,0,WaterWind,weather,1,100,MANTINE,25,35
39,Route 109,0,GoodRod,base,1,50,MAGIKARP,10,30
39,Route 109,0,GoodRod,base,2,20,TENTACOOL,10,30
39,Route 109,0,GoodRod,base,3,20,WAILMER,10,30
39,Route 109,0,GoodRod,base,4,10,REMORAID,10,30
39,Route 109,0,Land,base,1,90,KRABBY,8,10
39,Route 109,0,Land,base,2,10,SANDYGAST,8,10
39,Route 109,0,OldRod,base,1,60,MAGIKARP,5,10
39,Route 109,0,OldRod,base,2,30,TENTACOOL,5,10
39,Route 109,0,OldRod,base,3,10,REMORAID,5,10
39,Route 109,0,SuperRod,base,1,100,WAILMER,20,45
39,Route 109,0,Water,base,1,60,TENTACOOL,5,15
39,Route 109,0,Water,base,2,35,WINGULL,10,15
39,Route 109,0,Water,base,3,5,PELIPPER,15,18
39,Route 109,0,WaterFog,weather,1,80,MANTINE,20,30
39,Route 109,0,WaterFog,weather,2,20,MANTYKE,10,30
39,Route 109,0,WaterNight,time,1,60,TENTACOOL,5,15
39,Route 109,0,WaterNight,time,2,30,STARYU,10,15
39,Route 109,0,WaterNight,time,3,10,MANTINE,10,15
39,Route 109,0,WaterRain,weather,1,100,MANTINE,20,30
39,Route 109,0,WaterStorm,weather,1,100,MANTINE,20,30
39,Route 109,0,WaterSunny,weather,1,100,WAILMER,25,35
39,Route 109,0,WaterWind,weather,1,100,MANTINE,20,30
49,Route 106,0,GoodRod,base,1,40,MAGIKARP,10,30
49,Route 106,0,GoodRod,base,2,20,SKRELP,10,30
49,Route 106,0,GoodRod,base,3,20,TENTACOOL,10,30
49,Route 106,0,GoodRod,base,4,20,WAILMER,10,30
49,Route 106,0,Land2,base,1,40,KRABBY,6,8
49,Route 106,0,Land2,base,2,40,WINGULL,6,7
49,Route 106,0,Land2,base,3,20,AZURILL,6,7
49,Route 106,0,OldRod,base,1,60,MAGIKARP,5,10
49,Route 106,0,OldRod,base,2,20,SKRELP,5,10
49,Route 106,0,OldRod,base,3,20,TENTACOOL,5,10
49,Route 106,0,SuperRod,base,1,80,WAILMER,20,45
49,Route 106,0,SuperRod,base,2,20,SKRELP,20,45
49,Route 106,0,Water,base,1,60,TENTACOOL,5,15
49,Route 106,0,Water,base,2,35,WINGULL,10,15
49,Route 106,0,Water,base,3,5,PELIPPER,15,18
49,Route 106,0,WaterFog,weather,1,100,WINGULL,10,30
49,Route 106,0,WaterNight,time,1,60,TENTACOOL,5,35
49,Route 106,0,WaterNight,time,2,40,STARYU,10,30
49,Route 106,0,WaterRain,weather,1,80,TENTACOOL,5,10
49,Route 106,0,WaterRain,weather,2,20,SKRELP,20,30
49,Route 106,0,WaterStorm,weather,1,40,TENTACOOL,5,10
49,Route 106,0,WaterStorm,weather,2,20,GYARADOS,20,30
49,Route 106,0,WaterStorm,weather,3,20,SKRELP,15,20
49,Route 106,0,WaterStorm,weather,4,20,TENTACRUEL,25,32
49,Route 106,0,WaterSunny,weather,1,100,PELIPPER,25,30
49,Route 106,0,WaterWind,weather,1,100,WINGULL,10,30
50,Route 105,0,GoodRod,base,1,30,MAGIKARP,10,30
50,Route 105,0,GoodRod,base,2,30,SKRELP,10,30
50,Route 105,0,GoodRod,base,3,20,TENTACOOL,10,30
50,Route 105,0,GoodRod,base,4,20,WAILMER,10,30
50,Route 105,0,OldRod,base,1,60,MAGIKARP,5,10
50,Route 105,0,OldRod,base,2,20,SKRELP,5,10
50,Route 105,0,OldRod,base,3,20,TENTACOOL,5,10
50,Route 105,0,SuperRod,base,1,70,WAILMER,20,45
50,Route 105,0,SuperRod,base,2,30,SKRELP,20,45
50,Route 105,0,Water,base,1,60,TENTACOOL,5,35
50,Route 105,0,Water,base,2,35,WINGULL,10,30
50,Route 105,0,Water,base,3,5,PELIPPER,25,30
50,Route 105,0,WaterFog,weather,1,100,WINGULL,10,30
50,Route 105,0,WaterNight,time,1,60,TENTACOOL,5,35
50,Route 105,0,WaterNight,time,2,40,STARYU,10,30
50,Route 105,0,WaterRain,weather,1,80,TENTACOOL,5,10
50,Route 105,0,WaterRain,weather,2,20,SKRELP,20,30
50,Route 105,0,WaterStorm,weather,1,40,TENTACOOL,5,10
50,Route 105,0,WaterStorm,weather,2,20,GYARADOS,20,30
50,Route 105,0,WaterStorm,weather,3,20,SKRELP,15,20
50,Route 105,0,WaterStorm,weather,4,20,TENTACRUEL,25,32
50,Route 105,0,WaterSunny,weather,1,100,PELIPPER,25,30
50,Route 105,0,WaterWind,weather,1,100,WINGULL,10,30
51,Dewford Town,0,GoodRod,base,1,40,MAGIKARP,10,30
51,Dewford Town,0,GoodRod,base,2,20,SKRELP,10,30
51,Dewford Town,0,GoodRod,base,3,20,TENTACOOL,10,30
51,Dewford Town,0,GoodRod,base,4,20,WAILMER,10,30
51,Dewford Town,0,OldRod,base,1,60,MAGIKARP,5,10
51,Dewford Town,0,OldRod,base,2,30,TENTACOOL,5,10
51,Dewford Town,0,OldRod,base,3,10,SKRELP,5,10
51,Dewford Town,0,SuperRod,base,1,80,WAILMER,20,45
51,Dewford Town,0,SuperRod,base,2,20,SKRELP,20,45
51,Dewford Town,0,Water,base,1,60,TENTACOOL,5,15
51,Dewford Town,0,Water,base,2,35,WINGULL,10,12
51,Dewford Town,0,Water,base,3,5,PELIPPER,15,18
51,Dewford Town,0,WaterFog,weather,1,100,WINGULL,10,30
51,Dewford Town,0,WaterNight,time,1,60,TENTACOOL,5,15
51,Dewford Town,0,WaterNight,time,2,40,STARYU,10,15
51,Dewford Town,0,WaterRain,weather,1,80,TENTACOOL,5,10
51,Dewford Town,0,WaterRain,weather,2,20,SKRELP,20,30
51,Dewford Town,0,WaterStorm,weather,1,40,TENTACOOL,5,10
51,Dewford Town,0,WaterStorm,weather,2,20,GYARADOS,20,30
51,Dewford Town,0,WaterStorm,weather,3,20,SKRELP,15,20
51,Dewford Town,0,WaterStorm,weather,4,20,TENTACRUEL,25,32
51,Dewford Town,0,WaterSunny,weather,1,100,PELIPPER,25,30
51,Dewford Town,0,WaterWind,weather,1,100,WINGULL,10,30
62,Hidden Clearing,0,Land1,base,1,20,PARAS,24,25
62,Hidden Clearing,0,Land1,base,2,20,SLAKOTH,25,26
62,Hidden Clearing,0,Land1,base,3,10,CASCOON,15,15
62,Hidden Clearing,0,Land1,base,4,10,SILCOON,15,15
62,Hidden Clearing,0,Land1,base,5,10,ZOROARK,30,30
62,Hidden Clearing,0,Land3,base,1,30,WURMPLE,5,6
62,Hidden Clearing,0,Land3,base,2,15,BEAUTIFLY,10,10
62,Hidden Clearing,0,Land3,base,3,15,CASCOON,8,9
62,Hidden Clearing,0,Land3,base,4,15,DUSTOX,10,10
62,Hidden Clearing,0,Land3,base,5,15,SILCOON,8,9
62,Hidden Clearing,0,Land3,base,6,10,ZORUA,6,8
62,Hidden Clearing,0,LandDay,time,1,40,WURMPLE,5,6
62,Hidden Clearing,0,LandDay,time,2,20,SHROOMISH,5,6
62,Hidden Clearing,0,LandDay,time,3,10,CASCOON,5,5
62,Hidden Clearing,0,LandDay,time,4,10,SILCOON,5,5
62,Hidden Clearing,0,LandDay,time,5,10,TAILLOW,5,6
62,Hidden Clearing,0,LandDay,time,6,5,POOCHYENA,4,5
62,Hidden Clearing,0,LandDay,time,7,5,SLAKOTH,5,6
62,Hidden Clearing,0,LandFog,weather,1,100,PHANTUMP,4,5
62,Hidden Clearing,0,LandMorning,time,1,25,WURMPLE,5,6
